"","Feature_chr","Feature_start","Feature_end","Feature_gene_biotype","Feature_gene_name","PBS_2","PBS_3","PBS_4","PBS_5","FPAS_2","FPAS_3","FPAS_4","FPAS_5","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange","baseMean_PBS","baseMean_FPAS","DE_status"
"ENSMUSG00000004815.12","chr5",108646693,108669672,"protein_coding","Dgkq",629,756,410,366,743,769,839,818,674.141673370129,1.01277092874634,0.280502816577845,3.61055529175152,0.000305542155675931,0.0305918177422938,2.01778285850156,446.490262404514,901.793084335744,"UP"
"ENSMUSG00000038453.17","chr11",97509340,97576186,"protein_coding","Srcin1",858,1039,863,1340,1273,2024,1252,1182,1222.75109822587,0.831862272161242,0.23050469263589,3.60887347953159,0.00030752953785645,0.0305918177422938,1.77998153127641,879.928055032049,1565.57414141969,"UP"
"ENSMUSG00000004980.16","chr6",51460932,51469894,"protein_coding","Hnrnpa2b1",8236,9351,7381,7918,3353,5763,3311,3986,5734.92378277598,-0.621348319447931,0.172247043461359,-3.60730905426149,0.000309389065264557,0.0305918177422938,0.65006310527204,6951.09192624466,4518.75563930729,"DOWN"
"ENSMUSG00000033295.14","chr4",118208213,118291405,"protein_coding","Ptprf",6032,9116,5791,5565,9447,8157,6797,7090,7197.3405914437,0.683737625622288,0.189692148130137,3.60445929028763,0.000312803472258376,0.0305918177422938,1.60629583946553,5522.64673610638,8872.03444678102,"UP"
"ENSMUSG00000027447.6","chr2",148871722,148875692,"protein_coding","Cst3",3888,4156,3760,2564,1487,2054,2117,1110,2438.01022654837,-0.699290086516098,0.19405827179445,-3.60350568955287,0.000313953871759818,0.0305918177422938,0.615875188615354,3017.63641193725,1858.3840411595,"DOWN"
"ENSMUSG00000049625.6","chr13",56173704,56178885,"protein_coding","Tifab",98,57,56,77,380,114,308,214,179.4551561747,2.26504269578921,0.628972574619056,3.60117879092114,0.000316777628404765,NA,4.80668644732072,61.8170020932326,297.093310256166,"NS"
"ENSMUSG00000031661.12","chr8",88521354,88594884,"protein_coding","Nkd1",635,823,673,1199,1036,1449,1225,1383,1077.14684804575,1.00032132394507,0.277870424302304,3.59995608189228,0.000318270931713884,0.0305918177422938,2.00044549918315,718.048351604072,1436.24534448743,"UP"
"ENSMUSG00000007892.8","chr9",61913284,61914542,"protein_coding","Rplp1",2931,3219,2574,1780,3316,3279,2849,3029,2857.8481533936,0.681570212480025,0.189454117952753,3.59754762707243,0.000321231688030416,0.0305918177422938,1.60388445471241,2194.64780401415,3521.04850277306,"UP"
"ENSMUSG00000014956.15","chr5",32458843,32517433,"protein_coding","Ppp1cb",5514,5168,5889,3793,1803,3796,2579,1321,3419.38789600277,-0.772906593777972,0.215388869474138,-3.5884240242543,0.000332682909837793,0.0308311275471176,0.585237210260496,4314.59963957259,2524.17615243294,"DOWN"
"ENSMUSG00000021957.7","chr14",30548359,30574720,"protein_coding","Tkt",1731,1634,1621,2061,1977,2884,2093,1862,1970.6637506189,0.682997123109346,0.190461060339913,3.58601974540314,0.000335763546745933,0.0308311275471176,1.60547157594397,1512.96801821209,2428.35948302571,"UP"
"ENSMUSG00000021577.14","chr13",74322254,74350280,"protein_coding","Sdha",6366,5211,5441,4435,1894,4320,2499,1645,3652.03477246411,-0.727331011671289,0.202880459556756,-3.58502249679604,0.00033704915040002,0.0308311275471176,0.604020319489809,4554.2209850858,2749.84855984242,"DOWN"
"ENSMUSG00000007122.11","chr1",172209894,172219868,"protein_coding","Casq1",17363,11145,19563,16212,2494,9432,8692,2431,9993.56665190397,-1.20144257445638,0.335991283950429,-3.57581470665066,0.000349138887007521,0.0311820045931719,0.434840260276696,13930.2610584472,6056.87224536074,"DOWN"
"ENSMUSG00000041329.13","chr11",69599736,69605942,"protein_coding","Atp1b2",3250,1933,4360,3288,733,2204,1443,519,2035.94959106031,-1.13556140828492,0.317614835900596,-3.57527822988822,0.00034985563266217,0.0311820045931719,0.455157762888616,2798.77468187492,1273.12450024569,"DOWN"
"ENSMUSG00000020326.7","chr11",40748552,40755311,"protein_coding","Ccng1",8362,6736,10036,7205,2286,5925,4036,1591,5286.21969675805,-0.936955695644389,0.262951703490117,-3.5632235243519,0.000366328492667901,0.0322369073547753,0.522333921767621,6945.48532724643,3626.95406626966,"DOWN"
"ENSMUSG00000029918.9","chr6",39801804,39810988,"protein_coding","Mrps33",54,59,22,112,0,0,0,0,26.7780130789717,-8.02491010657262,2.25410637153971,-3.56012928577592,0.000370672255737946,NA,0.00383938218512159,53.5560261579434,0,"NS"
"ENSMUSG00000032279.11","chr9",54586334,54604661,"protein_coding","Idh3a",3453,2824,3988,2836,1088,2287,1534,1242,2237.96119017298,-0.749687933962948,0.211022954138365,-3.55263690163009,0.000381390505492883,0.0328299281308787,0.594732188737029,2806.98060782929,1668.94177251666,"DOWN"
"ENSMUSG00000043903.4","chr8",122258620,122272650,"protein_coding","Zfp469",637,449,325,235,737,478,631,1258,636.702941002262,1.43600786665266,0.404296942195258,3.55186427791266,0.000382512108544473,0.0328299281308787,2.70571121562204,343.434026941104,929.97185506342,"UP"
"ENSMUSG00000015243.4","chr4",53030787,53159895,"protein_coding","Abca1",3196,3285,3518,2456,3865,4518,3787,2516,3336.81901904181,0.614254042322962,0.173116444909268,3.54821312697878,0.000387854243721526,0.032882471979903,1.53076629676931,2637.13726242822,4036.5007756554,"UP"
"ENSMUSG00000078763.2","chr11",83116849,83122670,"protein_coding","Slfn1",0,0,0,0,0,43,0,247,47.00128279798,9.23557456581705,2.60466737306352,3.54577888191324,0.000391454529163314,NA,602.816278469033,0,94.00256559596,"NS"
"ENSMUSG00000040850.17","chr11",30771726,30880361,"protein_coding","Psme4",4471,3836,4444,3305,2116,2846,1683,1307,2783.99317818377,-0.666024460465866,0.187986742847304,-3.54293313655026,0.000395703016893843,0.0331437032945301,0.630241010151793,3415.84305789794,2152.1432984696,"DOWN"
"ENSMUSG00000028273.15","chr3",142239590,142395696,"protein_coding","Pdlim5",4385,3435,4478,3111,1357,2420,2132,1352,2636.75625606646,-0.727679647941918,0.205690606073879,-3.53773884880554,0.000403568995335664,0.0333607633521995,0.60387437184096,3288.17764436029,1985.33486777262,"DOWN"
"ENSMUSG00000042903.8","chrX",101254528,101260873,"protein_coding","Foxo4",2290,2466,2485,1864,1192,1606,904,669,1551.67939206665,-0.709680186036488,0.20080908038105,-3.53410405888926,0.00040915995702137,0.0333607633521995,0.611455670183319,1926.21679632303,1177.14198781028,"DOWN"
"ENSMUSG00000020483.14","chr11",87979525,87987533,"protein_coding","Dynll2",3676,3457,3461,2573,1242,2837,1194,914,2201.75232207333,-0.780564180258311,0.221162624952869,-3.52936749789732,0.000416554240437864,0.0333607633521995,0.582139097426311,2783.94875147024,1619.55589267643,"DOWN"
"ENSMUSG00000060675.13","chr19",7557459,7588545,"protein_coding","Plaat3",1761,1184,1759,1144,295,1186,180,266,865.930982753151,-1.38112629750139,0.39138983554923,-3.52877405608471,0.000417489414793061,0.0333607633521995,0.383918956630428,1251.91840362647,479.943561879835,"DOWN"
"ENSMUSG00000042717.5","chr6",14713977,14755274,"protein_coding","Ppp1r3a",5307,4440,5353,3765,1290,2706,2848,740,3018.11483375102,-0.989158463131174,0.280727944656822,-3.52354826784479,0.000425809531751029,0.0336389530083313,0.503771543770128,4014.43601086311,2021.79365663894,"DOWN"
"ENSMUSG00000037979.13","chr5",124834418,124862424,"protein_coding","Ccdc92",91,52,51,45,0,0,0,0,25.340206275383,-7.94544105645444,2.2573189146278,-3.51985756419559,0.000431778605796755,NA,0.00405680294887616,50.680412550766,0,"NS"
"ENSMUSG00000020664.10","chr12",31331277,31351453,"protein_coding","Dld",1536,1904,1468,1367,197,1354,274,157,897.770955567755,-1.46670174081307,0.417002818379951,-3.5172465896302,0.000436048488463051,0.0337851499664936,0.361808513128973,1319.10820230863,476.433708826883,"DOWN"
"ENSMUSG00000022292.16","chr15",37923952,37961318,"protein_coding","Rrm2b",647,677,789,877,206,483,227,155,462.417172600272,-1.19531796833995,0.33992299862959,-3.51643746718789,0.000437379674479923,0.0337851499664936,0.436690191331693,644.080710074726,280.753635125819,"DOWN"
"ENSMUSG00000040687.16","chr2",91137360,91183837,"protein_coding","Madd",974,1064,1097,751,1193,1706,970,1095,1092.50943932519,0.732437331095337,0.208633267266267,3.51064497379782,0.000447020981371956,0.0338986444018584,1.66144361325739,821.014335695794,1364.0045429546,"UP"
"ENSMUSG00000027177.14","chr2",104426481,104494446,"protein_coding","Hipk3",7199,6077,6330,4847,2616,4300,3158,2445,4301.63314706002,-0.599175494937885,0.170719532751839,-3.50970674110769,0.000448601162970508,0.0338986444018584,0.660131114751828,5182.47874477542,3420.78754934463,"DOWN"
"ENSMUSG00000039661.14","chr8",31089471,31097047,"protein_coding","Dusp26",19,203,30,31,0,0,0,0,27.0310529522965,-8.03916398634069,2.29103575818799,-3.50896486779368,0.000449854323151094,NA,0.00380163572397375,54.062105904593,0,"NS"
"ENSMUSG00000064370.1","chrM",14145,15288,"protein_coding","mt-Cytb",19784,20393,19492,14936,4959,15326,8233,5271,12310.174288286,-0.829259773770806,0.236821554050905,-3.50162288687861,0.000462433658043796,0.034568159040005,0.562817942125374,15754.3891632686,8865.95941330342,"DOWN"
"ENSMUSG00000026112.7","chr1",37417084,37430103,"protein_coding","Coa5",1928,1890,1652,1459,602,1407,537,280,1093.3382275071,-1.01358443156263,0.290912066364928,-3.4841608470484,0.00049368270243631,0.0365115122057152,0.495314090688418,1462.97824937824,723.698205635963,"DOWN"
"ENSMUSG00000026150.14","chr1",82724890,82752394,"protein_coding","Mff",1427,1947,1353,1442,682,980,555,661,1044.27526774804,-0.708602643247747,0.203643729980772,-3.47961925130056,0.000502126842907396,0.0367451138093918,0.611912534415952,1295.61300674508,792.937528750987,"DOWN"
"ENSMUSG00000048109.10","chr3",107325421,107333673,"protein_coding","Rbm15",1727,2100,1789,1710,2103,2432,1871,1783,1913.56365338833,0.55701748402922,0.160223405420544,3.47650508717622,0.000507994591181047,0.0367872749780275,1.47122457552651,1548.56636602052,2278.56094075615,"NS"
"ENSMUSG00000068740.13","chr3",108390851,108415552,"protein_coding","Celsr2",4186,3922,3500,3487,4195,4859,4191,3483,3927.21737953928,0.539764389080907,0.15554191530432,3.47021822397422,0.000520035667156023,0.0372710098769966,1.45373508403071,3200.96506054294,4653.46969853561,"NS"
"ENSMUSG00000090125.3","chr4",124656807,124660655,"protein_coding","Pou3f1",68,221,27,1,0,0,0,0,29.8718193092551,-8.18332714244735,2.36129195800712,-3.46561428572937,0.00052902163441136,NA,0.0034401158309117,59.7436386185101,0,"NS"
"ENSMUSG00000036199.9","chr8",69894180,69902558,"protein_coding","Ndufa13",2728,2090,1851,1738,782,1658,783,683,1408.71398368601,-0.775398875828295,0.223857679066496,-3.46380289057659,0.000532596615840072,0.0377817517685732,0.584227075048509,1778.87377762878,1038.55418974325,"DOWN"
"ENSMUSG00000013593.12","chr1",171234853,171251388,"protein_coding","Ndufs2",4115,3923,4498,2881,928,3191,1678,1064,2530.26133863818,-0.864401422677695,0.250182407856377,-3.45508475229771,0.000550119866321162,0.0385729813799138,0.549274254710489,3266.94946247772,1793.57321479863,"DOWN"
"ENSMUSG00000021520.4","chr13",66900617,66905378,"protein_coding","Uqcrb",876,926,1083,681,85,644,97,175,502.513354004546,-1.59979678679915,0.463336246797587,-3.45277710918663,0.000554847258053996,0.0385729813799138,0.329923446334227,756.052998813797,248.973709195295,"DOWN"
"ENSMUSG00000049148.8","chr15",4375491,4575553,"protein_coding","Plcxd3",46,134,74,7,0,0,0,0,25.8925185291028,-7.97689842099972,2.31411955785751,-3.44705544444082,0.000566732262099022,NA,0.00396930346170252,51.7850370582055,0,"NS"
"ENSMUSG00000051498.7","chr5",64952031,64960097,"protein_coding","Tlr6",0,0,0,0,54,0,75,72,31.0376435250443,8.63692492086715,2.50935780747998,3.44188656361476,0.00057767243895002,NA,398.082853247127,0,62.0752870500886,"NS"
"ENSMUSG00000021699.17","chr13",108449948,109953461,"protein_coding","Pde4d",2859,2107,2864,2695,900,1510,1567,666,1764.24479469056,-0.845376619817972,0.245622577695312,-3.4417708166333,0.000577919658839358,0.039135904887442,0.556565497074888,2267.13987724943,1261.34971213169,"DOWN"
"ENSMUSG00000039100.10","chr15",31455891,31531053,"protein_coding","Marchf6",4825,3832,4587,3370,1797,3036,1828,1716,2909.65413809791,-0.632542311767598,0.183927379020901,-3.4390872915974,0.000583678995942637,0.039135904887442,0.645038728381518,3537.73802395884,2281.57025223699,"DOWN"
"ENSMUSG00000019461.12","chr11",69846376,69852058,"protein_coding","Plscr3",497,441,450,329,640,844,414,873,573.717978656609,1.11014905256319,0.322929416869252,3.4377451993253,0.000586579374870988,0.039135904887442,2.15867948624504,363.169181619996,784.266775693222,"UP"
"ENSMUSG00000037509.21","chr1",34678188,34813309,"protein_coding","Arhgef4",1160,1199,965,1024,1428,1189,1212,2641,1421.94546948879,1.06478710392359,0.309826117091797,3.43672481170497,0.000588793494197045,0.039135904887442,2.09186116437984,919.525410026481,1924.3655289511,"UP"
"ENSMUSG00000040118.15","chr5",15934691,16374511,"protein_coding","Cacna2d1",6380,4349,6240,3520,1240,3103,2895,1459,3359.35428234102,-0.892611277231989,0.259807091663773,-3.43566940962164,0.000591091774047958,0.039135904887442,0.538638300375735,4366.88978184046,2351.81878284157,"DOWN"
"ENSMUSG00000001891.16","chr11",21321138,21371201,"protein_coding","Ugp2",3122,2365,2482,1835,755,1869,1146,494,1595.58246651784,-0.896342607921533,0.261938315062265,-3.421960654013,0.000621713097683476,0.0407749948593917,0.537246987090548,2076.45209787129,1114.71283516439,"DOWN"
"ENSMUSG00000021843.17","chr14",47648448,47739894,"protein_coding","Ktn1",3404,3689,3097,2644,1737,2016,1481,645,2141.33346760778,-0.773222966778254,0.226433691267413,-3.41478762480225,0.000638317602030485,0.0410235184823002,0.585108885876677,2702.18739173043,1580.47954348513,"DOWN"
"ENSMUSG00000027809.14","chr3",79603788,79629500,"protein_coding","Etfdh",1853,1852,1306,1526,681,1200,693,370,1078.51387183758,-0.822068246701247,0.240830269341308,-3.41347559403424,0.000641399031210747,0.0410235184823002,0.565630473635674,1378.2285647521,778.79917892306,"DOWN"
"ENSMUSG00000039103.12","chr3",152236982,152266350,"protein_coding","Nexn",2502,1693,2173,1529,363,1254,1016,484,1256.71044020634,-1.02058718817194,0.299054834033576,-3.41270921592043,0.000643205338689689,0.0410235184823002,0.492915690870412,1683.86550419347,829.555376219222,"DOWN"
"ENSMUSG00000116165.1","chr15",78913919,78919517,"protein_coding","Pdxp",41,107,55,31,0,0,0,0,23.6992305877267,-7.84910447471333,2.30226540031737,-3.40929611053153,0.000651307428682838,NA,0.00433694699160561,47.3984611754534,0,"NS"
"ENSMUSG00000049097.9","chr3",96596636,96599775,"protein_coding","Ankrd34a",62,48,46,62,0,0,0,0,23.3906885693619,-7.82985993749321,2.30024830586101,-3.40391944536719,0.000664263399487361,NA,0.00439518638707833,46.7813771387238,0,"NS"
"ENSMUSG00000021973.9","chr14",57916261,57999262,"protein_coding","Micu2",847,1184,912,645,253,387,181,395,545.852625062202,-1.12498800930339,0.330658598453778,-3.40226449444851,0.000668299257848537,0.0420031315050198,0.458505832374069,748.257444234627,343.447805889777,"DOWN"
"ENSMUSG00000032011.5","chr9",44043384,44048579,"protein_coding","Thy1",756,594,582,344,839,817,1112,635,716.930151667821,0.997983534778633,0.293610305132652,3.3990071783337,0.000676309412990672,0.0420031315050198,1.99720653830973,478.30883120404,955.551472131602,"UP"
"ENSMUSG00000020536.12","chr11",60699723,60714186,"protein_coding","Llgl1",918,1052,491,573,1146,1115,1062,771,884.013245354175,0.861025471994408,0.253328232010331,3.39885319990428,0.000676690265903656,0.0420031315050198,1.81632890397445,627.570365681153,1140.4561250272,"UP"
"ENSMUSG00000030256.11","chr6",145858243,145865558,"protein_coding","Bhlhe41",2218,2023,1758,1624,519,1631,581,605,1241.15447437082,-0.885677541933733,0.261172486872525,-3.39115943084013,0.000695976020815884,0.0428179229797524,0.541233280281941,1611.0897043975,871.219244344135,"DOWN"
"ENSMUSG00000003863.18","chr7",45339122,45367019,"protein_coding","Ppfia3",557,727,454,208,965,755,536,916,654.243055434657,1.19066795830297,0.351719155475547,3.38528038569042,0.000711055823904873,0.04336193059462,2.28258400848776,398.361575315728,910.124535553585,"UP"
"ENSMUSG00000026003.5","chr1",66830839,66863277,"protein_coding","Acadl",1717,2984,1865,1549,946,1205,530,825,1324.01422896568,-0.79885417928384,0.236655692845749,-3.37559671469441,0.00073655798855011,0.0445265316208728,0.574805519674639,1681.34142447217,966.687033459189,"DOWN"
"ENSMUSG00000036606.17","chr15",89155549,89180788,"protein_coding","Plxnb2",3732,4809,3854,3847,5461,5489,4082,3330,4249.88285724068,0.565264821122696,0.167660625766327,3.37148223406085,0.000747648607032886,0.0445356521574021,1.47965909056653,3427.82145436445,5071.9442601169,"NS"
"ENSMUSG00000031024.13","chr7",109523911,109703605,"protein_coding","Denn2b",1562,1581,1335,1398,1482,2592,1458,1408,1564.20829271532,0.597920988488009,0.177382878629164,3.37079312901456,0.000749521188494828,0.0445356521574021,1.5135338995838,1244.87958803977,1883.53699739087,"UP"
"ENSMUSG00000003354.6","chr15",98708207,98723336,"protein_coding","Ccdc65",35,2,49,148,0,0,0,0,27.0887345856577,-8.04127770130654,2.38580031672722,-3.37047390132689,0.000750390136617861,NA,0.00379606996652112,54.1774691713154,0,"NS"
"ENSMUSG00000028834.13","chr4",134315120,134329629,"protein_coding","Trim63",1350,1038,1458,428,148,719,304,120,612.040368496227,-1.4727653895046,0.437405297283961,-3.36704973316428,0.000759769852392221,0.044695653281623,0.360291022829012,900.246961288991,323.833775703463,"DOWN"
"ENSMUSG00000049739.10","chr7",127876221,127885996,"protein_coding","Zfp646",1878,2213,1790,1785,2031,2485,1933,2093,2005.8631903457,0.563837786820994,0.167552980885429,3.36513133840656,0.000765072315954134,0.044695653281623,1.47819621708333,1618.55868017085,2393.16770052056,"NS"
"ENSMUSG00000011589.9","chr17",55986509,55996881,"protein_coding","Fsd1",69,18,19,112,0,0,0,0,24.4010237906319,-7.89064194208427,2.34507102911289,-3.36477737523763,0.000766054420665736,NA,0.00421385988108327,48.8020475812637,0,"NS"
"ENSMUSG00000036565.7","chr5",140620578,140649031,"protein_coding","Ttyh3",995,1045,989,1092,848,2034,1287,1410,1205.66073537637,0.801660432617396,0.238672529193646,3.35882992200988,0.000782732251163681,0.0453462884174159,1.74310615558816,879.147887746734,1532.17358300601,"UP"
"ENSMUSG00000036450.4","chr19",44562850,44576274,"protein_coding","Hif1an",5941,5140,6085,4495,1895,4575,2550,1448,3681.40740237274,-0.744815278303624,0.221991523028487,-3.35515189112895,0.000793214185790717,0.045573760492703,0.59674427335732,4611.8320756941,2750.98272905139,"DOWN"
"ENSMUSG00000066735.8","chr5",129941970,129986692,"protein_coding","Vkorc1l1",807,937,592,756,316,444,180,234,484.299447397982,-1.03053980543343,0.307486728416368,-3.35149360995502,0.000803768939182599,0.0455866141702697,0.489526950859784,650.363887707985,318.235007087979,"DOWN"
